PM2.5,PM10,NO2,SO2,CO,O3,AQI,Category
64.7,92.7,68.9,0.0,0.57,75.5,117.1,Moderate
29.2,59.0,31.7,13.5,0.85,44.9,58.9,Satisfactory
2.0,0.0,22.8,11.6,1.38,0.0,67.5,Satisfactory
0.0,1.2,2.9,0.0,0.67,24.1,35.1,Good
26.7,40.1,0.0,9.9,0.51,16.2,44.1,Good
0.0,0.0,54.8,14.1,0.69,35.3,69.6,Satisfactory
17.6,33.4,18.4,22.8,0.86,61.8,59.8,Satisfactory
111.5,165.5,44.3,26.9,2.02,50.8,276.8,Poor
17.9,0.0,22.0,8.9,0.77,34.0,42.4,Good
57.4,90.3,9.3,0.0,0.0,56.9,96.5,Satisfactory
62.1,77.2,40.0,42.5,1.43,16.2,110.8,Moderate
35.9,61.9,34.1,32.0,0.41,35.9,59.8,Satisfactory
19.7,24.5,18.9,8.8,0.57,1.3,29.8,Good
78.8,147.9,52.4,28.7,1.57,44.5,162.6,Moderate
49.5,70.0,14.2,13.3,0.42,33.7,85.6,Satisfactory
145.1,241.0,105.9,46.0,2.98,106.0,315.9,Very Poor
93.2,139.1,70.6,34.5,0.83,69.9,210.0,Poor
100.3,159.4,40.2,37.1,1.26,34.6,235.8,Poor
80.6,125.2,56.4,27.6,1.38,96.8,169.6,Moderate
33.8,31.1,43.4,0.0,0.77,47.2,57.4,Satisfactory
39.4,68.2,0.0,5.8,0.69,24.3,66.2,Satisfactory
101.9,133.8,63.1,41.3,2.12,87.4,240.4,Poor
81.4,128.2,55.8,31.8,1.5,49.8,173.3,Moderate
51.7,124.1,48.5,28.5,1.84,76.8,111.9,Moderate
128.4,192.5,83.0,31.0,3.5,139.7,307.8,Very Poor
127.5,227.2,79.4,32.8,3.41,74.3,302.8,Very Poor
56.3,95.9,3.4,18.8,1.08,12.7,94.6,Satisfactory
123.2,258.8,56.5,20.9,1.6,85.8,296.5,Poor
88.8,131.3,44.3,41.5,2.27,63.7,194.3,Moderate
36.3,62.4,18.9,15.2,0.96,10.1,62.7,Satisfactory
74.0,138.2,19.6,30.9,0.49,43.8,145.7,Moderate
125.9,161.1,98.5,52.5,2.61,82.8,305.7,Very Poor
39.3,79.0,0.0,6.7,1.2,13.9,76.0,Satisfactory
97.0,195.9,45.6,22.2,1.96,38.1,217.0,Poor
93.0,156.4,21.8,29.2,1.89,38.0,212.5,Poor
39.8,86.5,22.1,0.0,0.58,40.5,89.6,Satisfactory
72.1,121.0,33.9,7.5,0.73,20.8,140.5,Moderate
63.4,99.5,49.2,39.7,1.43,58.9,113.3,Moderate
140.5,190.1,86.0,44.8,1.38,110.3,310.3,Very Poor
17.6,18.4,20.7,20.6,0.95,0.0,47.8,Good
0.0,0.0,8.3,21.1,1.07,32.0,55.0,Satisfactory
75.1,119.8,23.9,45.0,0.06,25.6,146.1,Moderate
0.0,5.3,21.3,18.2,0.17,12.3,26.1,Good
135.6,240.2,75.8,40.9,3.09,81.6,306.1,Very Poor
110.6,170.3,76.6,35.3,2.99,86.4,267.8,Poor
59.9,82.3,54.8,10.9,1.19,80.1,107.6,Moderate
25.8,40.8,40.7,5.3,0.92,24.6,54.6,Satisfactory
118.5,168.8,89.0,25.8,2.1,117.6,291.9,Poor
140.7,203.5,91.2,48.4,3.26,116.4,320.6,Very Poor
36.2,40.5,31.4,8.6,0.16,20.6,63.7,Satisfactory
58.6,119.7,0.0,4.2,0.4,28.9,115.1,Moderate
135.4,217.3,113.4,23.5,3.37,109.1,314.8,Very Poor
84.9,158.6,47.1,36.3,1.02,64.9,185.4,Moderate
37.9,85.2,2.0,23.5,0.32,0.0,81.6,Satisfactory
60.4,134.0,52.6,15.4,1.31,98.7,119.3,Moderate
53.7,114.5,10.6,30.6,1.8,35.9,117.0,Moderate
11.5,3.0,0.0,0.0,1.39,4.4,69.0,Satisfactory
19.7,28.9,32.5,3.4,0.75,63.0,64.3,Satisfactory
147.6,257.2,75.8,46.1,2.7,130.2,324.6,Very Poor
131.4,211.7,64.2,37.9,2.36,86.0,311.0,Very Poor
61.2,108.2,48.6,42.4,2.67,114.8,117.1,Moderate
46.5,79.2,58.2,14.5,0.43,38.8,82.0,Satisfactory
150.1,278.4,77.3,46.5,3.41,139.7,317.3,Very Poor
41.9,80.2,22.5,3.9,1.95,49.6,94.9,Satisfactory
119.0,204.6,78.8,27.5,3.16,103.2,297.9,Poor
70.4,140.7,28.9,26.5,1.0,24.1,138.0,Moderate
130.4,232.1,111.0,47.6,2.78,130.1,306.3,Very Poor
37.1,44.4,20.5,0.0,1.17,38.8,65.8,Satisfactory
150.2,300.2,70.1,54.0,2.83,121.3,328.3,Very Poor
119.9,235.8,92.9,34.6,2.55,119.9,298.6,Poor
72.5,150.7,19.5,4.8,0.0,19.1,145.0,Moderate
40.9,86.2,17.2,4.3,0.79,21.7,81.6,Satisfactory
82.3,139.6,70.3,33.2,1.73,40.4,174.6,Moderate
89.9,181.9,36.5,22.7,1.77,88.2,199.4,Moderate
117.9,175.4,38.8,6.8,1.57,99.0,294.7,Poor
33.0,34.3,0.0,8.0,1.02,21.9,56.9,Satisfactory
11.6,17.7,58.3,19.3,0.37,11.6,76.7,Satisfactory
21.3,56.7,35.3,15.2,0.75,72.8,74.9,Satisfactory
13.5,19.5,30.7,14.0,0.08,33.9,36.6,Good
132.2,258.5,110.4,53.1,2.28,117.4,309.6,Very Poor
78.4,119.1,28.1,26.3,0.95,82.3,162.8,Moderate
14.6,20.1,0.4,0.0,0.93,7.3,47.0,Good
128.4,211.0,79.2,48.0,2.28,102.9,312.8,Very Poor
0.0,0.0,40.4,5.6,0.01,38.4,50.7,Satisfactory
63.8,98.0,52.2,29.5,1.99,87.6,111.3,Moderate
88.0,161.5,36.6,31.0,0.71,59.6,185.6,Moderate
60.8,94.4,19.7,21.3,1.28,31.8,98.6,Satisfactory
13.8,28.1,16.2,10.5,0.5,29.6,29.1,Good
37.8,89.0,3.2,19.4,0.0,32.5,87.2,Satisfactory
3.0,0.0,0.0,3.8,0.0,47.0,52.4,Satisfactory
67.3,111.6,18.1,11.6,0.47,26.6,120.8,Moderate
39.7,39.0,31.1,7.2,0.99,56.6,70.9,Satisfactory
61.0,86.8,3.2,4.2,0.91,36.7,104.4,Moderate
140.9,257.0,90.9,44.6,2.97,65.2,320.7,Very Poor
57.2,86.0,0.0,13.7,1.24,54.9,93.2,Satisfactory
36.0,34.6,14.7,18.3,0.91,44.8,60.6,Satisfactory
66.0,124.7,48.5,25.8,1.22,83.2,126.0,Moderate
135.7,199.9,88.4,53.8,2.32,85.5,311.5,Very Poor
0.0,0.0,0.0,5.1,0.81,15.3,42.2,Good
24.6,60.5,33.5,22.2,0.4,25.2,64.6,Satisfactory
28.2,55.2,17.5,16.8,1.41,44.0,69.6,Satisfactory
88.3,147.8,20.8,34.0,0.79,89.6,192.4,Moderate
66.8,110.0,33.2,24.1,0.96,43.8,123.1,Moderate
58.7,97.7,54.0,46.2,0.97,88.8,101.0,Moderate
63.8,118.0,68.4,37.3,2.11,65.9,110.5,Moderate
81.8,140.5,56.7,12.9,2.05,49.3,175.1,Moderate
61.1,111.9,62.4,20.1,1.93,59.5,102.8,Moderate
58.4,106.1,76.4,42.5,1.29,61.2,102.9,Moderate
17.4,25.0,27.5,35.2,0.59,38.9,46.7,Good
23.6,40.4,0.0,14.5,0.0,34.4,36.2,Good
49.1,85.7,41.9,9.6,1.2,0.0,81.7,Satisfactory
67.8,100.3,14.1,12.3,0.65,38.6,126.0,Moderate
18.3,36.1,46.1,15.4,0.91,22.3,55.8,Satisfactory
94.9,186.0,60.5,27.3,1.47,89.2,215.3,Poor
11.9,4.4,0.0,14.0,0.0,17.0,20.3,Good
41.8,63.5,48.9,32.8,1.51,65.3,76.0,Satisfactory
31.9,53.6,23.0,28.3,1.13,12.4,54.5,Satisfactory
49.5,92.1,18.8,23.5,1.47,20.3,89.5,Satisfactory
3.3,3.7,17.4,20.0,0.77,24.8,32.5,Good
50.9,94.7,25.6,5.5,1.24,69.2,97.0,Satisfactory
32.7,51.7,6.2,3.1,1.77,36.6,92.0,Satisfactory
0.0,0.0,13.1,0.0,1.16,43.2,56.4,Satisfactory
42.8,100.2,36.6,28.0,1.48,45.2,99.7,Satisfactory
52.3,54.5,1.3,14.5,1.47,53.5,86.9,Satisfactory
16.7,22.9,0.0,0.0,0.0,31.3,29.4,Good
51.2,97.3,36.1,5.4,1.52,29.2,96.1,Satisfactory
133.4,222.0,101.9,57.5,2.31,135.0,308.8,Very Poor
7.1,6.9,2.7,14.2,0.49,5.2,26.7,Good
0.0,3.1,24.7,3.8,0.03,0.0,33.8,Good
132.2,217.9,67.4,44.7,2.79,104.7,313.8,Very Poor
76.7,136.3,0.0,26.8,0.33,24.8,155.1,Moderate
86.1,167.4,55.8,30.2,1.01,50.0,189.8,Moderate
89.6,143.5,34.6,36.8,1.43,98.7,194.2,Moderate
53.3,78.8,1.5,5.3,0.0,1.0,90.2,Satisfactory
31.5,24.9,47.7,5.5,0.47,38.9,58.5,Satisfactory
176.6,279.4,101.9,46.3,2.56,150.5,343.2,Very Poor
28.9,21.0,0.0,5.9,0.26,59.8,54.3,Satisfactory
0.0,0.0,10.8,0.0,0.54,0.0,26.9,Good
69.0,95.3,72.9,22.8,1.08,99.9,131.4,Moderate
78.1,149.9,32.1,23.3,1.87,62.5,163.0,Moderate
11.2,22.5,17.8,0.0,0.0,11.9,21.0,Good
24.7,51.3,14.2,0.0,0.37,42.6,52.2,Satisfactory
29.2,71.6,0.1,0.0,0.45,32.5,71.3,Satisfactory
110.9,170.6,97.1,55.6,2.76,109.4,272.3,Poor
68.2,98.1,39.9,44.3,2.65,57.9,127.7,Moderate
14.2,36.5,31.6,0.0,0.6,0.0,44.8,Good
2.7,9.8,19.9,16.4,0.0,51.8,56.6,Satisfactory
60.5,118.7,46.9,34.1,3.06,67.1,111.3,Moderate
145.5,215.3,69.2,37.3,3.02,74.9,322.3,Very Poor
1.8,6.9,47.9,14.6,0.72,46.6,57.2,Satisfactory
1.5,4.0,0.0,7.7,0.44,38.5,33.7,Good
76.5,124.9,59.6,19.0,2.0,34.4,149.7,Moderate
38.4,45.0,47.8,15.3,0.06,37.0,67.3,Satisfactory
54.0,88.4,14.1,31.2,1.16,91.9,90.5,Satisfactory
39.3,61.9,29.9,15.0,0.86,22.0,65.2,Satisfactory
128.4,238.0,75.4,40.1,2.23,113.7,304.8,Very Poor
134.7,231.5,50.1,48.9,2.41,119.2,308.6,Very Poor
101.9,202.8,40.8,19.8,1.94,49.6,244.1,Poor
125.9,195.5,89.0,54.5,3.12,103.4,303.0,Very Poor
37.3,70.2,21.6,21.1,0.92,14.9,67.3,Satisfactory
68.4,107.6,38.3,19.5,0.78,50.5,128.7,Moderate
114.1,199.5,63.0,5.9,2.02,62.4,279.0,Poor
30.9,43.8,5.9,18.9,1.28,38.8,67.2,Satisfactory
130.3,177.0,74.2,28.4,3.57,132.6,303.7,Very Poor
2.6,0.0,17.7,14.2,0.56,12.6,27.6,Good
60.7,119.6,33.2,9.3,1.25,13.5,111.8,Moderate
20.9,62.8,0.0,0.0,0.74,10.9,66.7,Satisfactory
107.9,152.2,103.5,49.1,1.84,109.2,260.8,Poor
128.1,207.5,92.2,66.1,2.45,141.4,304.0,Very Poor
46.3,85.9,38.9,32.9,0.99,24.7,85.3,Satisfactory
41.1,62.5,0.6,17.6,1.17,27.1,68.4,Satisfactory
108.6,180.6,113.4,35.6,2.78,127.0,261.7,Poor
0.0,0.0,20.1,12.7,0.05,11.0,29.1,Good
55.7,141.9,40.8,14.2,1.63,109.2,122.2,Moderate
134.2,225.0,77.2,38.0,2.57,87.4,310.8,Very Poor
124.2,212.7,92.8,25.8,2.53,156.3,300.0,Poor
31.9,59.2,30.1,28.5,0.65,33.4,62.2,Satisfactory
48.8,94.1,27.4,0.0,1.03,31.0,88.6,Satisfactory
109.5,153.3,87.5,37.6,2.69,105.9,261.4,Poor
31.8,61.7,57.1,21.3,1.27,31.7,72.0,Satisfactory
138.6,205.2,90.4,43.8,4.11,96.7,312.3,Very Poor
55.9,60.2,35.4,19.0,0.68,49.3,87.6,Satisfactory
37.9,50.6,23.4,20.9,1.48,24.1,76.3,Satisfactory
144.7,287.0,82.7,26.0,2.68,89.7,316.9,Very Poor
41.0,63.0,12.2,15.4,0.27,13.4,67.2,Satisfactory
14.8,33.6,0.0,2.8,0.87,7.9,45.9,Good
38.5,36.0,0.0,13.5,0.0,41.3,70.9,Satisfactory
44.3,72.6,63.7,20.3,2.55,67.4,103.3,Moderate
0.0,0.0,19.4,1.3,0.05,0.0,26.0,Good
68.0,118.8,3.3,26.2,0.39,12.9,127.4,Moderate
31.5,32.3,52.6,14.4,0.19,14.7,68.8,Satisfactory
54.0,102.9,34.4,21.0,1.4,20.7,101.6,Moderate
41.0,68.4,44.6,2.6,0.69,59.9,69.4,Satisfactory
48.8,87.7,19.2,9.1,1.32,14.0,88.6,Satisfactory
59.1,104.2,18.0,23.7,0.73,13.8,102.1,Moderate
33.8,59.9,49.2,19.1,1.67,60.2,80.9,Satisfactory
107.4,213.3,66.5,23.0,1.14,58.0,253.1,Poor
104.9,149.5,68.2,21.1,0.92,97.5,252.8,Poor
38.6,48.0,57.4,40.7,1.62,44.6,80.1,Satisfactory
26.0,69.3,55.1,21.5,0.36,52.9,68.6,Satisfactory
16.9,13.1,24.2,9.0,0.82,33.4,35.5,Good
72.4,103.1,26.4,28.6,0.97,46.3,142.2,Moderate
129.5,218.3,105.4,83.4,2.04,118.5,305.6,Very Poor
119.0,153.5,47.2,25.7,2.09,43.5,298.5,Poor
95.6,172.6,100.2,38.3,3.19,116.7,218.0,Poor
66.2,108.4,35.0,32.9,0.84,38.9,117.5,Moderate
0.0,0.0,0.0,0.0,0.68,0.0,33.0,Good
56.9,109.9,17.1,0.0,1.44,4.2,105.9,Moderate
61.5,92.5,36.3,7.6,0.46,22.8,100.9,Moderate
100.2,186.7,52.3,41.5,2.09,112.9,232.7,Poor
17.5,24.0,0.0,0.0,0.36,16.8,25.0,Good
0.0,0.0,5.3,1.1,0.0,0.9,6.7,Good
19.2,35.6,6.3,7.7,0.8,31.8,43.8,Good
34.8,57.1,0.0,6.0,0.71,0.5,57.8,Satisfactory
95.4,122.3,50.5,21.7,1.69,56.7,221.4,Poor
0.0,0.0,0.0,13.5,0.74,30.7,37.2,Good
54.1,73.2,29.8,8.8,1.52,21.1,90.8,Satisfactory
45.0,66.1,24.4,11.2,0.34,0.0,72.9,Satisfactory
30.4,53.6,26.8,0.0,1.02,48.9,54.9,Satisfactory
21.2,31.9,28.3,16.8,0.79,40.3,38.9,Good
28.3,23.8,20.3,19.3,0.76,18.6,42.7,Good
12.8,0.0,19.4,9.2,0.0,0.1,27.7,Good
42.7,52.4,30.5,16.3,0.88,41.9,77.7,Satisfactory
93.2,160.7,30.8,24.6,0.98,36.2,214.1,Poor
26.1,66.2,29.5,11.7,1.06,54.9,71.3,Satisfactory
53.6,71.9,35.7,17.9,1.87,25.8,94.4,Satisfactory
128.0,246.8,90.2,34.6,2.68,94.4,309.3,Very Poor
80.9,122.1,66.3,14.5,1.74,80.5,168.6,Moderate
51.6,77.4,21.6,1.2,0.62,25.6,87.3,Satisfactory
75.9,117.8,58.5,8.8,0.35,36.2,151.6,Moderate
87.2,193.5,48.4,5.1,1.09,36.7,193.0,Moderate
73.3,118.3,55.6,7.1,1.91,104.1,140.7,Moderate
137.8,235.9,82.1,39.7,2.6,110.8,310.1,Very Poor
40.7,55.7,25.7,6.9,0.17,37.8,65.7,Satisfactory
75.1,109.8,62.1,6.7,1.07,29.0,149.0,Moderate
86.6,159.5,38.0,14.0,2.91,86.3,190.3,Moderate
150.2,200.2,65.8,45.6,2.68,91.9,321.6,Very Poor
108.3,151.8,44.2,10.5,0.96,48.4,262.0,Poor
29.7,77.7,7.7,0.0,0.5,19.1,76.7,Satisfactory
81.0,104.0,42.9,32.5,2.16,96.7,173.1,Moderate
59.2,90.5,1.9,15.2,0.19,45.0,97.1,Satisfactory
171.6,256.4,115.0,39.4,2.84,90.6,342.2,Very Poor
66.1,121.5,20.9,19.4,0.65,37.3,121.0,Moderate
11.0,13.0,28.1,7.8,0.53,0.0,36.5,Good
0.0,11.3,43.3,0.0,0.75,29.3,55.7,Satisfactory
135.5,274.3,101.0,36.7,2.79,106.3,308.7,Very Poor
16.3,28.4,0.0,0.6,0.0,35.6,36.0,Good
105.6,200.3,57.3,34.6,1.91,36.6,253.9,Poor
26.1,47.8,0.0,27.3,0.42,0.0,46.3,Good
36.4,60.7,19.9,19.0,0.58,12.2,60.1,Satisfactory
37.0,47.8,7.2,0.0,0.13,16.1,57.6,Satisfactory
50.5,102.5,33.5,9.9,0.0,45.7,99.1,Satisfactory
46.5,72.9,41.6,10.9,0.68,41.9,77.2,Satisfactory
95.8,141.2,53.9,24.9,1.64,49.9,215.3,Poor
123.9,254.4,96.6,37.3,3.35,130.0,303.9,Very Poor
73.7,144.0,67.6,40.3,0.93,44.0,143.4,Moderate
40.3,56.8,20.0,25.3,0.91,41.9,70.6,Satisfactory
39.5,99.7,13.4,19.2,0.52,57.4,98.2,Satisfactory
0.0,15.3,37.3,0.0,0.0,34.0,44.8,Good
17.9,27.4,31.0,16.0,0.48,37.2,35.5,Good
120.8,222.5,86.0,41.5,2.04,68.4,303.1,Very Poor
46.9,78.1,28.1,22.5,0.72,51.0,75.1,Satisfactory
43.5,73.1,54.2,0.5,0.9,38.6,75.0,Satisfactory
25.7,30.6,27.8,10.9,2.23,56.0,103.0,Moderate
92.5,122.4,97.6,44.3,1.98,127.6,215.0,Poor
89.1,139.9,24.1,32.6,1.44,37.5,196.9,Moderate
131.5,254.1,76.2,41.8,2.63,71.4,308.4,Very Poor
51.1,107.6,28.6,36.1,1.36,54.1,105.9,Moderate
71.7,94.6,58.1,14.6,0.93,70.0,138.8,Moderate
21.4,34.5,12.9,12.1,0.41,0.0,30.4,Good
22.8,64.9,27.1,9.5,2.07,40.1,99.3,Satisfactory
9.0,27.1,40.8,9.4,1.18,22.9,55.8,Satisfactory
50.3,103.1,37.6,0.0,0.55,28.5,99.6,Satisfactory
86.6,146.7,56.4,30.5,1.87,47.4,194.1,Moderate
94.4,196.2,36.6,24.6,0.73,73.3,214.1,Poor
41.2,73.1,28.3,0.0,0.71,0.0,71.3,Satisfactory
133.6,250.3,79.1,44.4,2.1,110.0,319.3,Very Poor
168.9,282.3,76.0,47.6,2.38,128.1,342.3,Very Poor
31.6,81.4,0.0,13.5,0.0,6.6,84.3,Satisfactory
38.6,44.0,0.0,0.0,0.0,28.7,65.5,Satisfactory
0.0,20.3,0.0,6.5,0.39,12.1,19.4,Good
112.2,207.2,77.5,15.3,1.86,56.4,269.1,Poor
29.8,61.1,16.1,7.1,0.73,69.6,67.6,Satisfactory
165.2,341.2,93.9,51.5,2.65,135.7,336.5,Very Poor
26.3,31.2,29.9,7.9,0.15,4.0,39.3,Good
55.4,76.3,23.8,0.0,1.04,9.5,95.7,Satisfactory
33.1,55.7,33.1,18.7,0.46,43.5,59.2,Satisfactory
56.1,94.0,15.9,17.2,1.31,90.7,96.9,Satisfactory
56.1,68.5,62.2,11.9,0.86,15.8,98.3,Satisfactory
28.0,46.8,12.7,14.3,0.63,9.7,45.1,Good
20.4,27.5,10.0,6.2,0.0,27.6,32.8,Good
61.2,85.3,58.3,35.0,2.21,70.7,100.7,Moderate
45.3,47.3,21.8,14.6,0.49,22.3,70.7,Satisfactory
76.5,104.8,81.2,35.2,1.7,59.7,160.1,Moderate
112.2,222.1,88.6,40.0,2.66,70.8,269.3,Poor
49.0,78.8,6.4,21.8,0.56,47.9,82.8,Satisfactory
20.4,21.9,17.8,4.8,0.04,0.0,26.9,Good
74.4,170.2,63.0,28.3,1.19,84.9,147.6,Moderate
20.1,40.7,5.8,4.6,0.89,20.8,33.0,Good
63.5,95.8,59.8,24.0,0.59,21.0,116.1,Moderate
79.4,127.5,50.0,22.6,1.74,68.8,166.2,Moderate
20.8,34.2,13.4,0.0,0.36,0.7,32.3,Good
83.2,114.9,29.8,7.9,0.88,55.1,177.9,Moderate
22.5,21.9,41.5,0.0,0.0,32.2,51.6,Satisfactory
24.0,16.5,20.2,7.6,0.5,43.0,42.2,Good
48.9,93.8,59.1,22.3,1.57,62.4,92.0,Satisfactory
53.3,124.1,1.3,11.8,0.76,42.8,113.1,Moderate
18.6,16.7,25.8,0.0,0.6,31.0,31.6,Good
99.9,144.9,80.6,55.7,3.29,82.1,236.2,Poor
58.4,106.1,45.2,21.0,1.96,54.2,104.5,Moderate
37.7,32.9,41.9,14.0,1.35,41.8,66.3,Satisfactory
79.8,159.1,40.5,21.7,2.69,89.6,161.4,Moderate
18.8,0.1,25.4,0.8,0.87,16.2,43.1,Good
57.1,88.2,27.5,33.1,1.19,47.6,95.1,Satisfactory
70.3,158.3,57.7,37.9,1.22,36.4,136.0,Moderate
150.1,291.2,75.6,34.8,2.52,126.4,324.8,Very Poor
112.4,195.8,78.5,23.5,1.5,89.2,274.3,Poor
71.9,137.6,41.7,23.5,0.0,21.7,137.8,Moderate
70.8,108.2,60.3,31.7,0.0,52.1,131.6,Moderate
50.0,34.2,23.4,25.2,1.54,49.4,79.3,Satisfactory
23.9,31.9,10.2,0.0,0.84,3.2,42.9,Good
43.4,79.7,51.7,7.4,1.25,31.0,76.7,Satisfactory
177.7,308.9,83.6,34.1,2.48,86.4,343.8,Very Poor
35.2,48.0,17.1,25.9,0.28,39.5,58.2,Satisfactory
91.6,174.3,60.0,10.3,0.94,70.0,206.3,Poor
22.2,56.3,8.5,19.4,0.82,60.8,58.4,Satisfactory
101.0,162.0,1.2,11.7,1.35,49.9,234.8,Poor
0.0,7.6,32.1,0.0,0.0,4.5,41.9,Good
56.3,120.1,25.3,16.5,0.49,44.8,116.3,Moderate
48.0,82.8,31.5,18.6,0.95,9.3,83.7,Satisfactory
8.6,10.0,0.0,0.0,1.23,26.1,61.3,Satisfactory
4.7,0.0,1.1,13.2,0.83,27.8,42.0,Good
32.7,79.6,14.8,3.9,0.31,48.2,77.4,Satisfactory
57.3,124.7,59.7,18.5,1.6,67.5,113.7,Moderate
38.4,45.2,46.5,9.3,1.28,53.0,67.1,Satisfactory
49.8,117.9,3.7,17.5,0.98,16.3,113.7,Moderate
12.2,33.4,0.0,21.6,0.24,58.3,60.7,Satisfactory
27.0,49.1,10.9,0.0,0.0,0.0,54.6,Satisfactory
132.7,246.9,90.2,40.6,2.17,137.5,315.4,Very Poor
0.1,0.0,29.8,0.0,0.59,29.6,36.8,Good
38.8,60.1,22.8,13.3,0.0,13.3,62.2,Satisfactory
37.0,66.9,0.0,0.0,0.18,0.0,62.7,Satisfactory
145.2,252.4,99.8,55.1,3.26,67.4,320.7,Very Poor
67.4,70.1,25.7,32.3,1.8,67.7,122.1,Moderate
68.3,119.9,45.6,34.4,2.22,58.5,127.0,Moderate
14.8,0.0,29.9,23.9,0.05,0.0,37.0,Good
116.9,193.4,68.2,52.7,2.94,131.2,286.8,Poor
168.8,225.6,98.6,24.9,2.24,141.2,340.0,Very Poor
0.0,21.3,0.0,7.6,0.13,0.0,22.2,Good
13.7,31.2,0.0,0.0,0.24,49.8,52.2,Satisfactory
78.1,164.0,73.3,36.1,2.06,100.5,159.0,Moderate
32.0,67.0,51.4,9.2,0.69,38.5,66.3,Satisfactory
65.3,100.1,10.7,2.4,0.86,0.0,116.2,Moderate
7.3,38.0,44.7,7.5,0.3,31.1,55.6,Satisfactory
76.3,136.1,63.2,28.7,1.39,50.8,153.8,Moderate
115.7,217.6,114.5,42.7,3.14,114.6,284.8,Poor
72.5,130.8,41.5,21.5,0.92,50.3,143.8,Moderate
57.8,81.8,27.7,11.6,0.0,69.4,95.4,Satisfactory
49.3,116.8,46.2,22.6,1.47,93.9,113.2,Moderate
37.2,30.4,0.0,9.6,0.38,10.8,60.8,Satisfactory
42.3,115.3,27.1,25.8,1.57,30.2,112.6,Moderate
139.3,221.2,83.4,38.2,3.09,108.1,310.9,Very Poor
105.3,129.3,26.0,33.8,1.13,45.6,246.2,Poor
10.7,4.1,0.0,0.0,0.8,12.1,38.3,Good
142.8,236.0,75.3,37.8,2.82,147.9,321.8,Very Poor
89.7,121.5,73.0,33.9,0.41,43.9,199.9,Moderate
17.8,4.2,23.7,11.1,1.25,29.7,61.5,Satisfactory
15.0,11.5,31.2,6.3,0.58,40.2,39.2,Good
12.9,38.7,15.1,3.1,0.36,43.3,46.4,Good
24.9,44.6,2.5,17.1,1.4,17.7,72.6,Satisfactory
141.9,182.2,93.2,51.6,2.06,100.2,318.0,Very Poor
66.2,99.2,43.2,0.0,0.25,38.1,120.5,Moderate
35.3,51.5,7.1,18.0,0.0,44.5,55.7,Satisfactory
35.0,63.1,0.0,1.0,0.63,14.9,66.5,Satisfactory
17.2,45.6,14.5,25.0,1.12,24.1,56.0,Satisfactory
70.1,85.4,32.5,23.3,0.95,49.5,134.7,Moderate
56.1,81.6,16.5,18.6,0.99,66.7,93.4,Satisfactory
42.9,65.8,84.1,33.1,1.17,43.4,101.2,Moderate
52.2,76.1,18.1,12.4,0.68,66.4,83.9,Satisfactory
101.6,193.9,53.3,22.8,1.59,63.1,233.7,Poor
30.9,70.5,0.0,21.7,0.53,25.9,71.9,Satisfactory
31.7,61.1,4.4,5.8,1.14,21.4,64.7,Satisfactory
72.7,154.4,20.0,16.0,1.85,24.5,139.1,Moderate
0.0,25.1,15.2,15.7,0.21,0.0,21.2,Good
81.7,147.6,29.7,26.0,1.05,73.0,173.7,Moderate
108.6,223.4,123.1,52.3,2.56,103.7,261.2,Poor
73.1,105.1,55.3,26.2,1.27,39.3,144.6,Moderate
58.2,105.1,31.5,13.3,1.64,37.5,97.4,Satisfactory
141.3,281.9,94.8,46.6,2.61,96.8,317.9,Very Poor
48.6,57.7,0.0,8.0,0.0,23.8,82.9,Satisfactory
73.8,128.2,53.2,24.6,1.82,62.2,149.8,Moderate
35.6,64.7,28.4,20.3,1.15,0.0,61.3,Satisfactory
1.0,16.9,5.7,16.0,0.96,9.1,47.2,Good
117.9,223.0,100.0,21.0,2.56,137.7,291.7,Poor
15.2,18.9,14.6,0.0,0.0,29.5,32.2,Good
42.5,78.8,54.1,10.8,0.01,51.8,78.0,Satisfactory
79.5,124.3,71.6,24.5,1.04,33.2,162.8,Moderate
33.8,83.4,7.9,37.3,1.7,37.8,80.2,Satisfactory
55.0,52.4,0.0,0.0,0.26,3.5,97.9,Satisfactory
67.3,137.5,58.4,34.8,1.69,69.5,125.2,Moderate
25.8,39.6,18.0,7.8,0.24,13.9,41.3,Good
24.3,41.9,14.7,16.0,0.01,26.9,42.0,Good
44.2,117.2,7.2,8.8,1.28,26.3,104.8,Moderate
41.4,80.9,39.5,29.4,0.56,32.1,77.8,Satisfactory
36.5,36.6,0.0,19.7,0.98,25.0,57.5,Satisfactory
46.4,67.5,36.3,37.5,2.4,60.5,105.4,Moderate
57.6,98.2,20.4,11.3,0.62,29.4,99.5,Satisfactory
92.6,137.8,80.8,39.5,2.4,110.1,209.2,Poor
69.6,98.0,10.1,5.3,0.74,43.3,126.2,Moderate
1.4,10.9,0.0,19.7,0.13,0.0,26.5,Good
56.8,117.9,14.2,23.4,0.08,43.5,111.7,Moderate
102.9,195.4,59.6,26.6,1.53,93.9,247.6,Poor
115.6,180.0,83.0,60.0,2.27,152.3,288.9,Poor
26.0,42.5,33.6,0.0,0.89,0.0,40.9,Good
62.0,108.8,46.7,23.2,0.56,29.3,107.6,Moderate
91.9,127.3,71.3,33.5,0.81,60.7,203.5,Poor
68.0,118.8,53.0,28.1,1.24,40.6,120.4,Moderate
103.3,216.1,33.2,8.6,1.75,70.9,239.3,Poor
